game_id,retrosheet_id,pitch_count,strike_count,ball_count
ANA199704020,eshev001,15,12,3
ANA199704020,gordt001,102,60,42
ANA199704020,harrp001,5,5,0
ANA199704020,henrb001,29,15,14
ANA199704020,jamem001,26,14,12
ANA199704020,langm001,92,49,43
ANA199704020,mahop001,8,6,2
ANA199704020,mcelc001,21,14,7
ANA199704020,perct001,40,21,19
ANA199704020,sloch001,22,10,12
ANA199704030,dickj001,102,69,33
ANA199704030,hammc001,10,4,6
ANA199704030,trlir001,10,5,5
ANA199704030,waket001,95,63,32
ANA199704040,assep001,0,0,0
ANA199704040,colob001,0,0,0
ANA199704040,harrp001,0,0,0
ANA199704040,holtm001,0,0,0
ANA199704040,jamem001,0,0,0
ANA199704040,lopea002,0,0,0
ANA199704040,perct001,0,0,0
ANA199704040,plune001,0,0,0
ANA199704040,shuep001,0,0,0
ANA199704040,sprid001,0,0,0
ANA199704040,watsa001,0,0,0
ANA199704050,hases001,86,45,41
ANA199704050,jackm001,11,7,4
ANA199704050,jamem001,18,11,7
ANA199704050,klins002,20,12,8
ANA199704050,mcelc001,55,35,20
ANA199704050,ogeac001,98,56,42
ANA199704050,shuep001,33,18,15
ANA199704060,assep001,10,7,3
ANA199704060,gubim001,75,41,34
ANA199704060,harrp001,58,26,32
ANA199704060,holtm001,18,9,9
ANA199704060,jackm001,5,4,1
ANA199704060,klins002,37,23,14
ANA199704060,mcdoj001,105,63,42
ANA199704060,perct001,35,23,12
ANA199704070,boehb001,5,3,2
ANA199704070,holtm001,14,10,4
ANA199704070,jamem001,22,10,12
ANA199704070,langm001,102,60,42
ANA199704070,lloyg001,7,3,4
ANA199704070,petta001,101,69,32
ANA199704070,rivem002,16,12,4
ANA199704070,sprid001,22,13,9
ANA199704070,stanm003,7,5,2
ANA199704080,boehb001,22,15,7
ANA199704080,dickj001,87,54,33
ANA199704080,harrp001,26,16,10
ANA199704080,hases001,32,17,15
ANA199704080,jamem001,28,20,8
ANA199704080,mcelc001,31,24,7
ANA199704080,nelsj001,34,16,18
ANA199704080,rivem002,45,33,12
ANA199704080,rogek001,99,61,38
ANA199704080,stanm003,12,8,4
ANA199704080,weatd001,6,3,3
ANA199704090,holtm001,15,9,6
ANA199704090,sprid001,91,53,38
ANA199704090,watsa001,54,34,20
ANA199704090,welld001,110,75,35
ANA199704210,delur001,0,0,0
ANA199704210,finlc001,0,0,0
ANA199704210,harrp001,0,0,0
ANA199704210,holtm001,0,0,0
ANA199704210,jamem001,0,0,0
ANA199704210,mcelc001,0,0,0
ANA199704210,plesd001,0,0,0
ANA199704210,spolp001,0,0,0
ANA199704210,timlm001,0,0,0
ANA199704210,willw001,0,0,0
ANA199704220,hanse001,112,63,49
ANA199704220,harrp001,9,6,3
ANA199704220,hases001,17,9,8
ANA199704220,holtm001,3,1,2
ANA199704220,jamem001,23,12,11
ANA199704220,plesd001,4,4,0
ANA199704220,quanp001,8,6,2
ANA199704220,watsa001,99,65,34
ANA199704230,delur001,49,28,21
ANA199704230,flenh001,6,3,3
ANA199704230,hentp001,116,80,36
ANA199704230,langm001,113,69,44
ANA199704230,quanp001,7,5,2
ANA199704230,spolp001,21,15,6
ANA199704250,cummj001,18,14,4
ANA199704250,dickj001,101,56,45
ANA199704250,harrp001,29,19,10
ANA199704250,liraf001,77,49,28
ANA199704250,mcelc001,14,9,5
ANA199704250,miced001,30,18,12
ANA199704260,delur001,18,14,4
ANA199704260,finlc001,110,67,43
ANA199704260,moehb001,101,65,36
ANA199704270,bautj001,42,28,14
ANA199704270,blaiw001,65,35,30
ANA199704270,cummj001,9,8,1
ANA199704270,harrp001,26,13,13
ANA199704270,hases001,17,9,8
ANA199704270,holtm001,4,3,1
ANA199704270,jamem001,9,7,2
ANA199704270,jonet003,17,7,10
ANA199704270,myerm001,12,8,4
ANA199704270,watsa001,83,52,31
ANA199705120,castt001,18,12,6
ANA199705120,darwd001,102,63,39
ANA199705120,delur001,35,17,18
ANA199705120,jamem001,8,6,2
ANA199705120,levia001,24,11,13
ANA199705120,mcelc001,19,13,6
ANA199705120,simab001,36,26,10
ANA199705120,thoml001,9,4,5
ANA199705120,watsa001,105,58,47
ANA199705130,baldj002,114,66,48
ANA199705130,harrp001,26,15,11
ANA199705130,holtm001,18,8,10
ANA199705130,jamem001,25,16,9
ANA199705130,karcm001,7,3,4
ANA199705130,langm001,93,56,37
ANA199705130,may-d002,5,3,2
ANA199705130,thoml001,13,6,7
ANA199705140,bosks001,26,17,9
ANA199705140,hases001,52,29,23
ANA199705140,holtm001,9,5,4
ANA199705140,johnm002,66,38,28
ANA199705140,rhoda001,29,17,12
ANA199705140,sprid001,76,50,26
ANA199705140,willb001,7,3,4
ANA199705150,delur001,0,0,0
ANA199705150,dickj001,0,0,0
ANA199705150,holtm001,0,0,0
ANA199705150,jamem001,0,0,0
ANA199705150,kamis001,0,0,0
ANA199705150,mcelc001,0,0,0
ANA199705150,orosj001,0,0,0
ANA199705160,finlc001,126,72,54
ANA199705160,joned001,4,3,1
ANA199705160,mcdob001,128,74,54
ANA199705170,adamj001,81,40,41
ANA199705170,fettm001,27,17,10
ANA199705170,harrp001,21,4,17
ANA199705170,hases001,32,19,13
ANA199705170,holtm001,4,4,0
ANA199705170,perct001,17,12,5
ANA199705170,villr001,10,5,5
ANA199705170,watsa001,70,46,24
ANA199705170,wickb001,20,11,9
ANA199705180,delur001,12,8,4
ANA199705180,holtm001,5,4,1
ANA199705180,jamem001,6,5,1
ANA199705180,joned001,9,6,3
ANA199705180,mercj001,97,61,36
ANA199705180,sprid001,108,64,44
ANA199705190,harrp001,26,21,5
ANA199705190,hases001,16,11,5
ANA199705190,langm001,93,52,41
ANA199705190,mccag001,15,11,4
ANA199705190,moyej001,105,61,44
ANA199705190,watsa001,14,9,5
ANA199705190,wellb002,27,18,9
ANA199705200,ayalb002,45,25,20
ANA199705200,delur001,37,22,15
ANA199705200,dickj001,106,63,43
ANA199705200,fassj001,81,53,28
ANA199705200,manzj001,20,12,8
ANA199705200,mccag001,22,12,10
ANA199705200,perct001,7,5,2
ANA199705210,charn001,15,10,5
ANA199705210,finlc001,104,64,40
ANA199705210,hases001,35,23,12
ANA199705210,holzm001,41,24,17
ANA199705210,manzj001,22,12,10
ANA199705210,martd001,49,27,22
ANA199705210,sands002,37,22,15
ANA199705210,wellb002,34,24,10
ANA199705300,aguir001,11,8,3
ANA199705300,dickj001,118,73,45
ANA199705300,harrp001,27,16,11
ANA199705300,swing001,15,10,5
ANA199705300,tewkb001,104,70,34
ANA199705310,aldrs001,52,32,20
ANA199705310,delur001,35,20,15
ANA199705310,finlc001,104,61,43
ANA199705310,guare001,13,13,0
ANA199705310,jamem001,5,4,1
ANA199705310,perct001,7,6,1
ANA199705310,rodrf001,66,37,29
ANA199706010,aguir001,19,13,6
ANA199706010,guare001,10,6,4
ANA199706010,harrp001,35,22,13
ANA199706010,hases001,58,28,30
ANA199706010,holtm001,3,3,0
ANA199706010,jamem001,20,14,6
ANA199706010,jarvk001,46,26,20
ANA199706010,perim001,69,34,35
ANA199706010,swing001,49,25,24
ANA199706010,tromm001,30,17,13
ANA199706030,belct001,111,68,43
ANA199706030,hases001,27,17,10
ANA199706030,pichh001,12,10,2
ANA199706030,sprid001,110,71,39
ANA199706040,harrp001,0,0,0
ANA199706040,montj002,0,0,0
ANA199706040,perct001,0,0,0
ANA199706040,ruscg001,0,0,0
ANA199706040,walkj001,0,0,0
ANA199706040,watsa001,0,0,0
ANA199706040,willm005,0,0,0
ANA199706120,holtm001,8,6,2
ANA199706120,jamem001,24,14,10
ANA199706120,murrh001,109,73,36
ANA199706120,perct001,14,9,5
ANA199706120,perim001,108,64,44
ANA199706120,worrt002,42,22,20
ANA199706130,bochd001,39,24,15
ANA199706130,cunnw001,94,49,45
ANA199706130,delur001,58,31,27
ANA199706130,harrp001,22,12,10
ANA199706130,hases001,28,17,11
ANA199706130,hofft001,46,27,19
ANA199706130,holtm001,14,8,6
ANA199706130,jamem001,22,14,8
ANA199706130,perct001,13,10,3
ANA199706130,smitp001,48,30,18
ANA199706130,sprid001,89,52,37
ANA199706130,worrt002,14,9,5
ANA199706140,hases001,75,43,32
ANA199706140,perim001,17,13,4
ANA199706140,poolj001,24,16,8
ANA199706140,roa-j001,87,59,28
ANA199706140,rodrr004,28,17,11
ANA199706140,tavaj001,7,3,4
ANA199706140,watsa001,90,47,43
ANA199706150,beckr001,13,8,5
ANA199706150,dickj001,127,80,47
ANA199706150,henrd002,11,7,4
ANA199706150,holtm001,12,7,5
ANA199706150,jamem001,3,3,0
ANA199706150,perct001,24,10,14
ANA199706150,rodrr004,26,16,10
ANA199706150,tavaj001,13,5,8
ANA199706150,vanlb001,116,57,59
ANA199706190,delur001,7,4,3
ANA199706190,groob001,17,12,5
ANA199706190,holtm001,5,2,3
ANA199706190,jamem001,36,20,16
ANA199706190,karss001,105,60,45
ANA199706190,mohlm001,3,2,1
ANA199706190,perim001,110,76,34
ANA199706190,reyec001,7,5,2
ANA199706190,taylb001,13,6,7
ANA199706200,grosk001,95,47,48
ANA199706200,harrp001,33,21,12
ANA199706200,perct001,13,10,3
ANA199706200,wengd001,104,62,42
ANA199706210,delur001,31,16,15
ANA199706210,dickj001,102,66,36
ANA199706210,holtm001,15,7,8
ANA199706210,jamem001,11,7,4
ANA199706210,johnd002,17,11,6
ANA199706210,perct001,9,8,1
ANA199706210,priea001,123,66,57
ANA199706220,finlc001,123,72,51
ANA199706220,harrp001,15,7,8
ANA199706220,jamem001,6,5,1
ANA199706220,mohlm001,10,6,4
ANA199706220,oquim001,102,62,40
ANA199706220,perct001,26,15,11
ANA199706220,smala001,46,28,18
ANA199707020,dickj001,0,0,0
ANA199707020,guthm001,0,0,0
ANA199707020,halld002,0,0,0
ANA199707020,holtm001,0,0,0
ANA199707020,jamem001,0,0,0
ANA199707020,parkc002,0,0,0
ANA199707020,perct001,0,0,0
ANA199707020,radis001,0,0,0
ANA199707020,worrt001,0,0,0
ANA199707030,grosk001,42,24,18
ANA199707030,harkm001,18,13,5
ANA199707030,harrp001,25,17,8
ANA199707030,hases001,12,8,4
ANA199707030,nomoh001,106,59,47
ANA199707030,osuna002,24,14,10
ANA199707030,radis001,9,6,3
ANA199707030,watsa001,83,43,40
ANA199707040,hases001,0,0,0
ANA199707040,johnr005,0,0,0
ANA199707040,sands002,0,0,0
ANA199707040,sprid001,0,0,0
ANA199707050,charn001,11,9,2
ANA199707050,grosk001,39,19,20
ANA199707050,harrp001,12,7,5
ANA199707050,mccag001,2,2,0
ANA199707050,moyej001,111,69,42
ANA199707050,perct001,23,11,12
ANA199707050,perim001,95,53,42
ANA199707050,sands002,11,7,4
ANA199707060,fassj001,0,0,0
ANA199707060,finlc001,0,0,0
ANA199707060,lowed001,0,0,0
ANA199707060,manzj001,0,0,0
ANA199707140,delur001,13,6,7
ANA199707140,grosk001,18,11,7
ANA199707140,gunde001,3,1,2
ANA199707140,harrp001,6,3,3
ANA199707140,hernx001,4,1,3
ANA199707140,perct001,8,6,2
ANA199707140,santj001,102,63,39
ANA199707140,vosbe001,12,7,5
ANA199707140,watsa001,99,58,41
ANA199707140,wettj001,23,12,11
ANA199707150,dickj001,103,70,33
ANA199707150,gunde001,16,12,4
ANA199707150,hases001,16,11,5
ANA199707150,hillk001,45,27,18
ANA199707150,holtm001,15,10,5
ANA199707150,whitm002,86,57,29
ANA199707160,finlc001,104,64,40
ANA199707160,grosk001,26,15,11
ANA199707160,moehb001,118,73,45
ANA199707160,perct001,24,14,10
ANA199707170,liraf001,82,48,34
ANA199707170,may-d002,29,23,6
ANA199707170,sagea001,76,48,28
ANA199707170,sprid001,103,64,39
ANA199707180,escok001,15,8,7
ANA199707180,harrp001,13,11,2
ANA199707180,spolp001,34,18,16
ANA199707180,watsa001,111,68,43
ANA199707180,willw001,95,57,38
ANA199707190,dickj001,94,59,35
ANA199707190,grosk001,10,5,5
ANA199707190,holtm001,21,13,8
ANA199707190,may-d002,8,4,4
ANA199707190,perct001,4,4,0
ANA199707190,persr001,94,61,33
ANA199707190,plesd001,33,20,13
ANA199707190,quanp001,13,9,4
ANA199707190,timlm001,17,10,7
ANA199707200,andul001,0,0,0
ANA199707200,finlc001,0,0,0
ANA199707200,flenh001,0,0,0
ANA199707200,hases001,0,0,0
ANA199707200,perct001,0,0,0
ANA199707200,quanp001,0,0,0
ANA199707200,spolp001,0,0,0
ANA199707200,timlm001,0,0,0
ANA199707310,castc002,29,18,11
ANA199707310,castt001,30,21,9
ANA199707310,dickj001,53,29,24
ANA199707310,harrp001,13,4,9
ANA199707310,hases001,69,44,25
ANA199707310,holtm001,15,9,6
ANA199707310,karcm001,13,7,6
ANA199707310,may-d002,52,30,22
ANA199707310,navaj001,83,51,32
ANA199708010,cadag001,14,9,5
ANA199708010,cruzn001,5,3,2
ANA199708010,eyres001,109,60,49
ANA199708010,levia001,38,24,14
ANA199708010,watsa001,122,73,49
ANA199708020,castc002,20,13,7
ANA199708020,clemc001,87,45,42
ANA199708020,mcelc001,58,35,23
ANA199708020,perct001,20,12,8
ANA199708020,sprid001,106,66,40
ANA199708030,baldj002,0,0,0
ANA199708030,castt001,0,0,0
ANA199708030,finlc001,0,0,0
ANA199708030,perct001,0,0,0
ANA199708040,cadag001,14,10,4
ANA199708040,fettm001,15,11,4
ANA199708040,hases001,16,9,7
ANA199708040,hillk001,73,49,24
ANA199708040,karls001,87,56,31
ANA199708040,may-d002,50,33,17
ANA199708040,wickb001,11,9,2
ANA199708050,adamj001,20,12,8
ANA199708050,dickj001,84,55,29
ANA199708050,florb001,76,54,22
ANA199708050,harrp001,21,13,8
ANA199708050,holtm001,7,4,3
ANA199708050,jamem001,6,5,1
ANA199708050,joned001,7,4,3
ANA199708050,perct001,13,9,4
ANA199708060,adamj001,3,3,0
ANA199708060,cadag001,5,3,2
ANA199708060,eldrc001,85,57,28
ANA199708060,hases001,7,3,4
ANA199708060,holtm001,4,3,1
ANA199708060,jamem001,13,10,3
ANA199708060,perct001,20,15,5
ANA199708060,villr001,33,22,11
ANA199708060,watsa001,93,61,32
ANA199708060,wickb001,28,18,10
ANA199708080,benia001,12,7,5
ANA199708080,cadag001,17,9,8
ANA199708080,hases001,16,9,7
ANA199708080,may-d002,20,9,11
ANA199708080,mussm001,102,67,35
ANA199708080,myerr001,8,4,4
ANA199708080,orosj001,9,5,4
ANA199708080,sprid001,95,56,39
ANA199708090,finlc001,136,87,49
ANA199708090,kamis001,93,62,31
ANA199708090,perct001,19,12,7
ANA199708090,rhoda001,31,14,17
ANA199708100,benia001,31,22,9
ANA199708100,harrp001,2,1,1
ANA199708100,hillk001,109,55,54
ANA199708100,holtm001,19,9,10
ANA199708100,jamem001,12,6,6
ANA199708100,key-j001,109,63,46
ANA199708100,may-d002,20,12,8
ANA199708100,myerr001,23,14,9
ANA199708190,boggw001,17,11,6
ANA199708190,dickj001,84,45,39
ANA199708190,finlc001,56,32,24
ANA199708190,lloyg001,53,36,17
ANA199708190,welld001,75,45,30
ANA199708201,goodd001,125,74,51
ANA199708201,hillk001,91,60,31
ANA199708201,may-d002,46,34,12
ANA199708201,mendr001,40,27,13
ANA199708202,hases001,106,70,36
ANA199708202,holtm001,4,2,2
ANA199708202,irabh001,97,65,32
ANA199708202,jamem001,6,4,2
ANA199708202,langm001,39,22,17
ANA199708202,nelsj001,14,9,5
ANA199708202,rivem002,7,6,1
ANA199708202,stanm003,8,5,3
ANA199708210,harrp001,26,19,7
ANA199708210,holtm001,5,2,3
ANA199708210,may-d002,10,9,1
ANA199708210,nelsj001,5,3,2
ANA199708210,perct001,15,10,5
ANA199708210,petta001,114,73,41
ANA199708210,rivem002,16,11,5
ANA199708210,sprid001,85,56,29
ANA199708210,stanm003,54,31,23
ANA199708220,harrp001,4,0,4
ANA199708220,henrb001,32,20,12
ANA199708220,holtm001,34,22,12
ANA199708220,hudsj001,22,13,9
ANA199708220,mahar001,4,3,1
ANA199708220,perct001,5,3,2
ANA199708220,sabeb001,83,50,33
ANA199708220,watsa001,126,83,43
ANA199708230,cadag001,9,5,4
ANA199708230,dickj001,103,72,31
ANA199708230,gordt001,23,14,9
ANA199708230,selea001,79,45,34
ANA199708230,wasdj001,41,33,8
ANA199708240,gordt001,10,7,3
ANA199708240,hillk001,96,65,31
ANA199708240,jamem001,18,14,4
ANA199708240,may-d002,14,7,7
ANA199708240,waket001,120,74,46
ANA199708260,assep001,20,15,5
ANA199708260,holtm001,24,16,8
ANA199708260,jackm001,4,3,1
ANA199708260,jacoj001,14,10,4
ANA199708260,jamem001,8,5,3
ANA199708260,may-d002,18,11,7
ANA199708260,nagyc001,97,58,39
ANA199708260,plune001,22,8,14
ANA199708260,sprid001,93,47,46
ANA199708270,cadag001,31,21,10
ANA199708270,harrp001,15,11,4
ANA199708270,hases001,49,30,19
ANA199708270,judej001,12,9,3
ANA199708270,may-d002,25,19,6
ANA199708270,mesaj001,18,13,5
ANA199708270,perct001,5,3,2
ANA199708270,watsa001,66,40,26
ANA199708270,wrigj002,96,60,36
ANA199709010,dipoj001,13,7,6
ANA199709010,harrp001,42,25,17
ANA199709010,thomj005,118,78,40
ANA199709010,watsa001,98,67,31
ANA199709020,astap001,103,74,29
ANA199709020,cadag001,18,8,10
ANA199709020,chava001,13,11,2
ANA199709020,dejem001,12,5,7
ANA199709020,dickj001,80,46,34
ANA199709020,hases001,60,36,24
ANA199709020,munom001,11,7,4
ANA199709110,appik001,0,0,0
ANA199709110,jamem001,0,0,0
ANA199709110,montj002,0,0,0
ANA199709110,olsog001,0,0,0
ANA199709110,pichh001,0,0,0
ANA199709110,sprid001,0,0,0
ANA199709110,walkj001,0,0,0
ANA199709110,whism001,0,0,0
ANA199709120,bevib001,8,6,2
ANA199709120,boner001,20,10,10
ANA199709120,harrp001,19,12,7
ANA199709120,hases001,40,22,18
ANA199709120,may-d002,5,3,2
ANA199709120,perct001,14,10,4
ANA199709120,rosaj001,97,59,38
ANA199709120,servs001,8,2,6
ANA199709120,watsa001,83,49,34
ANA199709120,whism001,16,10,6
ANA199709130,bevib001,12,9,3
ANA199709130,bovem001,3,1,2
ANA199709130,cadag001,11,3,8
ANA199709130,chava001,21,10,11
ANA199709130,delur001,49,28,21
ANA199709130,dickj001,95,62,33
ANA199709130,hanec001,44,26,18
ANA199709130,harrp001,17,10,7
ANA199709130,jamem001,8,6,2
ANA199709130,montj002,38,23,15
ANA199709130,olsog001,25,17,8
ANA199709130,perct001,16,9,7
ANA199709130,pichh001,17,10,7
ANA199709130,pittj002,92,51,41
ANA199709140,belct001,108,58,50
ANA199709140,hillk001,120,63,57
ANA199709140,jamem001,10,6,4
ANA199709140,perct001,20,11,9
ANA199709140,servs001,23,13,10
ANA199709140,walkj001,8,4,4
ANA199709150,aguir001,13,10,3
ANA199709150,guare001,5,1,4
ANA199709150,harrp001,30,17,13
ANA199709150,hawkl001,98,58,40
ANA199709150,holtm001,6,1,5
ANA199709150,sprid001,83,54,29
ANA199709150,swing001,34,22,12
ANA199709150,tromm001,14,8,6
ANA199709160,bovem001,23,14,9
ANA199709160,chava001,42,24,18
ANA199709160,delur001,23,13,10
ANA199709160,hases001,82,48,34
ANA199709160,may-d002,10,3,7
ANA199709160,nauld001,16,9,7
ANA199709160,radkb001,111,69,42
ANA199709160,tromm001,18,15,3
ANA199709170,holtm001,28,17,11
ANA199709170,jamem001,25,14,11
ANA199709170,lorra001,25,12,13
ANA199709170,ludwe001,38,17,21
ANA199709170,mohlm001,36,25,11
ANA199709170,perct001,12,7,5
ANA199709170,reyec001,46,30,16
ANA199709170,watsa001,106,64,42
ANA199709180,cadag001,11,6,5
ANA199709180,dickj001,85,55,30
ANA199709180,groob001,19,12,7
ANA199709180,harrp001,20,8,12
ANA199709180,matht002,9,6,3
ANA199709180,may-d002,43,24,19
ANA199709180,taylb001,33,24,9
ANA199709180,telgd001,96,59,37
ANA199709250,cadag001,29,17,12
ANA199709250,chava001,17,9,8
ANA199709250,dickj001,115,66,49
ANA199709250,gunde001,9,3,6
ANA199709250,santj001,15,10,5
ANA199709250,wettj001,20,11,9
ANA199709250,wittb001,102,67,35
ANA199709260,bails001,10,6,4
ANA199709260,harrp001,24,16,8
ANA199709260,hellr001,92,62,30
ANA199709260,holtm001,19,7,12
ANA199709260,pattd001,14,11,3
ANA199709260,perim001,20,9,11
ANA199709260,sprid001,92,53,39
ANA199709270,bails001,15,10,5
ANA199709270,chava001,23,13,10
ANA199709270,hases001,96,51,45
ANA199709270,may-d002,19,16,3
ANA199709270,pattd001,5,5,0
ANA199709270,pavlr001,104,70,34
ANA199709270,perct001,13,9,4
ANA199709270,santj001,19,8,11
ANA199709270,whitm002,10,6,4
ANA199709280,bovem001,30,21,9
ANA199709280,burkj001,92,63,29
ANA199709280,watsa001,90,59,31
ANA199709280,wettj001,6,5,1
ANA199804010,finlc001,0,0,0
ANA199804010,holmd001,0,0,0
ANA199804010,holtm001,0,0,0
ANA199804010,lloyg001,0,0,0
ANA199804010,perct001,0,0,0
ANA199804010,petta001,0,0,0
ANA199804020,bankw001,0,0,0
ANA199804020,delur001,0,0,0
ANA199804020,hillk001,0,0,0
ANA199804020,holtm001,0,0,0
ANA199804020,jamem001,0,0,0
ANA199804020,nelsj001,0,0,0
ANA199804020,welld001,0,0,0
ANA199804030,burbd001,109,65,44
ANA199804030,mcdoj001,102,63,39
ANA199804030,mesaj001,20,14,6
ANA199804030,olivo001,38,22,16
ANA199804040,colob001,131,79,52
ANA199804040,delur001,33,15,18
ANA199804040,hases001,64,35,29
ANA199804040,jamem001,7,5,2
ANA199804040,olivo001,10,9,1
ANA199804040,watsa001,63,36,27
ANA199804050,assep001,0,0,0
ANA199804050,dickj001,0,0,0
ANA199804050,holtm001,0,0,0
ANA199804050,jackm001,0,0,0
ANA199804050,jamem001,0,0,0
ANA199804050,mesaj001,0,0,0
ANA199804050,nagyc001,0,0,0
ANA199804050,perct001,0,0,0
ANA199804060,avers001,5,5,0
ANA199804060,ecked001,5,4,1
ANA199804060,finlc001,104,65,39
ANA199804060,gordt001,30,18,12
ANA199804060,holtm001,10,6,4
ANA199804060,martp001,109,69,40
ANA199804060,perct001,25,18,7
ANA199804070,delur001,14,10,4
ANA199804070,hillk001,107,64,43
ANA199804070,waket001,99,71,28
ANA199804070,wasdj001,8,7,1
ANA199804080,avers001,4,3,1
ANA199804080,corsj001,19,10,9
ANA199804080,ecked001,3,2,1
ANA199804080,holtm001,4,3,1
ANA199804080,lowed001,69,43,26
ANA199804080,mcdoj001,106,73,33
ANA199804080,perct001,8,6,2
ANA199804160,delur001,17,9,8
ANA199804160,hernr001,20,11,9
ANA199804160,holtm001,14,8,6
ANA199804160,mcdoj001,111,75,36
ANA199804160,mecij001,11,7,4
ANA199804160,perct001,20,14,6
ANA199804160,saunt001,96,52,44
ANA199804160,yan-e001,18,9,9
ANA199804170,carld001,2,2,0
ANA199804170,finlc001,102,69,33
ANA199804170,gorer001,80,46,34
ANA199804170,lopea002,32,17,15
ANA199804170,tatir001,24,13,11
ANA199804180,alvaw001,127,79,48
ANA199804180,dickj001,62,36,26
ANA199804180,mecij001,22,14,8
ANA199804180,olivo001,16,10,6
ANA199804180,rober001,50,26,24
ANA199804190,arror001,101,63,38
ANA199804190,carld001,14,8,6
ANA199804190,hases001,64,36,28
ANA199804190,hernr001,14,6,8
ANA199804190,holtm001,15,7,8
ANA199804190,jamem001,17,15,2
ANA199804190,watsa001,91,56,35
ANA199804200,benia001,7,5,2
ANA199804200,delur001,16,9,7
ANA199804200,drabd001,94,57,37
ANA199804200,hillk001,108,69,39
ANA199804200,holtm001,6,3,3
ANA199804200,milla001,35,15,20
ANA199804200,orosj001,6,4,2
ANA199804200,perct001,17,9,8
ANA199804210,benia001,0,0,0
ANA199804210,charn001,0,0,0
ANA199804210,holtm001,0,0,0
ANA199804210,jamem001,0,0,0
ANA199804210,johnd003,0,0,0
ANA199804210,mcdoj001,0,0,0
ANA199804210,milla001,0,0,0
ANA199804210,olivo001,0,0,0
ANA199804210,ponss001,0,0,0
ANA199804210,rhoda001,0,0,0
ANA199804220,delur001,17,9,8
ANA199804220,erics001,102,69,33
ANA199804220,finlc001,110,63,47
ANA199804220,holtm001,4,1,3
ANA199804220,matht001,4,4,0
ANA199804220,orosj001,17,9,8
ANA199804220,perct001,25,10,15
ANA199804220,rhoda001,16,9,7
ANA199804220,rober001,2,1,1
ANA199805010,baldj002,0,0,0
ANA199805010,castc002,0,0,0
ANA199805010,castt001,0,0,0
ANA199805010,fordt001,0,0,0
ANA199805010,hases001,0,0,0
ANA199805010,olivo001,0,0,0
ANA199805020,delur001,35,20,15
ANA199805020,finlc001,66,40,26
ANA199805020,jamem001,52,26,26
ANA199805020,perct001,17,12,5
ANA199805020,simab001,15,10,5
ANA199805020,sirom001,98,61,37
ANA199805030,berej002,124,71,53
ANA199805030,cadag001,70,42,28
ANA199805030,castc002,22,13,9
ANA199805030,dickj001,82,51,31
ANA199805030,foulk001,14,11,3
ANA199805030,karcm001,11,8,3
ANA199805030,rober001,25,15,10
ANA199805040,castt001,13,9,4
ANA199805040,delur001,24,15,9
ANA199805040,foulk001,14,9,5
ANA199805040,hases001,19,11,8
ANA199805040,jamem001,13,9,4
ANA199805040,karcm001,15,10,5
ANA199805040,navaj001,93,54,39
ANA199805040,watsa001,95,60,35
ANA199805050,almac001,18,10,8
ANA199805050,cadag001,6,5,1
ANA199805050,dickj001,11,6,5
ANA199805050,guzmj003,87,49,38
ANA199805050,harrp001,19,11,8
ANA199805050,hases001,25,12,13
ANA199805050,hillk001,98,55,43
ANA199805050,holtm001,14,5,9
ANA199805050,myerr001,0,0,0
ANA199805050,perct001,35,19,16
ANA199805050,plesd001,12,8,4
ANA199805050,quanp001,15,11,4
ANA199805050,rislb001,13,8,5
ANA199805060,cadag001,9,5,4
ANA199805060,escok001,14,10,4
ANA199805060,hanse001,124,75,49
ANA199805060,harrp001,2,1,1
ANA199805060,hases001,36,20,16
ANA199805060,myerr001,17,12,5
ANA199805060,olivo001,99,54,45
ANA199805060,perct001,17,12,5
ANA199805060,plesd001,6,4,2
ANA199805080,bochd001,9,6,3
ANA199805080,delur001,15,7,8
ANA199805080,harrp001,18,9,9
ANA199805080,moehb001,94,63,31
ANA199805080,perct001,14,11,3
ANA199805080,runys001,6,3,3
ANA199805080,watsa001,99,61,38
ANA199805090,cadag001,24,12,12
ANA199805090,castf001,99,73,26
ANA199805090,finlc001,104,65,39
ANA199805090,florb001,11,7,4
ANA199805090,hases001,44,23,21
ANA199805100,durar001,14,6,8
ANA199805100,florb001,27,15,12
ANA199805100,hillk001,108,66,42
ANA199805100,holtm001,16,8,8
ANA199805100,perct001,21,14,7
ANA199805100,sagea001,11,5,6
ANA199805100,worrt002,108,65,43
ANA199805190,finlc001,120,79,41
ANA199805190,hases001,25,18,7
ANA199805190,matht002,5,3,2
ANA199805190,perct001,27,12,15
ANA199805190,rogek001,109,66,43
ANA199805190,taylb001,27,16,11
ANA199805200,hillk001,148,86,62
ANA199805200,holtm001,10,6,4
ANA199805200,mohlm001,7,2,5
ANA199805200,oquim001,78,49,29
ANA199805200,perct001,6,3,3
ANA199805200,smala001,15,10,5
ANA199805210,dickj001,48,29,19
ANA199805210,groob001,8,6,2
ANA199805210,matht002,12,9,3
ANA199805210,mcdoj001,83,57,26
ANA199805210,steib002,75,52,23
ANA199805210,telgd001,15,9,6
ANA199805220,carrh001,47,29,18
ANA199805220,nauld001,22,15,7
ANA199805220,olivo001,130,72,58
ANA199805220,tewkb001,57,38,19
ANA199805230,cadag001,16,9,7
ANA199805230,delur001,49,33,16
ANA199805230,guare001,1,1,0
ANA199805230,harrp001,17,14,3
ANA199805230,hases001,49,30,19
